,Age,Expressions,Gender,Illumination,Img,Makeup,Occlusion,Pose,Unnamed: 0
12779,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000600.jpg,"PARTIAL
",NONE,RIGHT,8.0
12780,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000601.jpg,"PARTIAL
",NONE,RIGHT,9.0
12781,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000602.jpg,"PARTIAL
",NONE,RIGHT,10.0
12782,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000603.jpg,"PARTIAL
",NONE,RIGHT,11.0
12783,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000604.jpg,"PARTIAL
",NONE,RIGHT,12.0
12784,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000605.jpg,"PARTIAL
",NONE,LEFT,13.0
12785,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000606.jpg,"PARTIAL
",NONE,LEFT,14.0
12786,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000607.jpg,"PARTIAL
",NONE,RIGHT,15.0
12787,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000608.jpg,"PARTIAL
",NONE,RIGHT,16.0
12788,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000609.jpg,"PARTIAL
",NONE,RIGHT,17.0
12789,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000610.jpg,"PARTIAL
",NONE,LEFT,18.0
12790,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000611.jpg,"PARTIAL
",NONE,FRONTAL,19.0
12791,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000612.jpg,"PARTIAL
",HAIR,LEFT,20.0
12792,YOUNG,NEUTRAL,FEMALE,HIGH,10000613.jpg,"PARTIAL
",NONE,FRONTAL,21.0
12793,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000614.jpg,"PARTIAL
",NONE,FRONTAL,22.0
12794,YOUNG,FEAR,FEMALE,MEDIUM,10000615.jpg,"OVER
",NONE,FRONTAL,23.0
12795,YOUNG,FEAR,FEMALE,MEDIUM,10000616.jpg,"OVER
",NONE,FRONTAL,24.0
12796,YOUNG,SADNESS,FEMALE,MEDIUM,10000617.jpg,"OVER
",NONE,LEFT,25.0
12797,YOUNG,SADNESS,FEMALE,MEDIUM,10000618.jpg,"OVER
",NONE,LEFT,26.0
12798,YOUNG,SADNESS,FEMALE,MEDIUM,10000619.jpg,"OVER
",NONE,LEFT,27.0
12799,YOUNG,SADNESS,FEMALE,MEDIUM,10000620.jpg,"PARTIAL
",HAIR,LEFT,28.0
12800,YOUNG,SADNESS,FEMALE,MEDIUM,10000621.jpg,"PARTIAL
",HAIR,LEFT,29.0
12801,YOUNG,SADNESS,FEMALE,MEDIUM,10000622.jpg,"PARTIAL
",NONE,LEFT,30.0
12802,YOUNG,NEUTRAL,FEMALE,HIGH,10000623.jpg,"PARTIAL
",NONE,LEFT,31.0
12803,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000624.jpg,"PARTIAL
",NONE,LEFT,32.0
12804,YOUNG,SADNESS,FEMALE,MEDIUM,10000625.jpg,"PARTIAL
",NONE,LEFT,33.0
12805,YOUNG,SADNESS,FEMALE,MEDIUM,10000626.jpg,"PARTIAL
",NONE,LEFT,34.0
12806,YOUNG,SADNESS,FEMALE,MEDIUM,10000627.jpg,"PARTIAL
",NONE,LEFT,35.0
12807,YOUNG,SADNESS,FEMALE,MEDIUM,10000628.jpg,"PARTIAL
",NONE,LEFT,36.0
12808,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000629.jpg,"PARTIAL
",NONE,LEFT,37.0
12809,YOUNG,SADNESS,FEMALE,MEDIUM,10000630.jpg,"PARTIAL
",NONE,LEFT,38.0
12810,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000631.jpg,"PARTIAL
",NONE,RIGHT,39.0
12811,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000632.jpg,"PARTIAL
",NONE,RIGHT,40.0
12812,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000633.jpg,"PARTIAL
",NONE,FRONTAL,41.0
12813,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000634.jpg,"PARTIAL
",NONE,LEFT,42.0
12814,YOUNG,SADNESS,FEMALE,MEDIUM,10000635.jpg,"PARTIAL
",NONE,LEFT,43.0
12815,YOUNG,SADNESS,FEMALE,MEDIUM,10000636.jpg,"PARTIAL
",NONE,LEFT,44.0
12816,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000637.jpg,"PARTIAL
",NONE,LEFT,45.0
12817,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000638.jpg,"PARTIAL
",NONE,LEFT,46.0
12818,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000639.jpg,"PARTIAL
",NONE,LEFT,47.0
12819,YOUNG,SADNESS,FEMALE,MEDIUM,10000640.jpg,"PARTIAL
",NONE,LEFT,48.0
12820,YOUNG,SADNESS,FEMALE,MEDIUM,10000641.jpg,"PARTIAL
",NONE,LEFT,49.0
12821,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000642.jpg,"PARTIAL
",NONE,FRONTAL,50.0
12822,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000643.jpg,"PARTIAL
",HAIR,RIGHT,51.0
12823,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000644.jpg,"PARTIAL
",HAIR,FRONTAL,52.0
12824,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000645.jpg,"PARTIAL
",HAIR,FRONTAL,53.0
12825,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000646.jpg,"PARTIAL
",NONE,FRONTAL,54.0
12826,YOUNG,SADNESS,FEMALE,MEDIUM,10000647.jpg,"PARTIAL
",NONE,FRONTAL,55.0
12827,YOUNG,SADNESS,FEMALE,MEDIUM,10000648.jpg,"PARTIAL
",HAIR,RIGHT,56.0
12828,YOUNG,SADNESS,FEMALE,MEDIUM,10000649.jpg,"PARTIAL
",NONE,FRONTAL,57.0
12829,YOUNG,SADNESS,FEMALE,MEDIUM,10000650.jpg,"PARTIAL
",NONE,FRONTAL,58.0
12830,YOUNG,SADNESS,FEMALE,MEDIUM,10000651.jpg,"PARTIAL
",NONE,LEFT,59.0
12831,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000652.jpg,"PARTIAL
",NONE,LEFT,60.0
12832,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000653.jpg,"PARTIAL
",NONE,LEFT,61.0
12833,YOUNG,SADNESS,FEMALE,MEDIUM,10000654.jpg,"PARTIAL
",NONE,LEFT,62.0
12834,YOUNG,SADNESS,FEMALE,MEDIUM,10000655.jpg,"PARTIAL
",OTHERS,LEFT,63.0
12835,YOUNG,SADNESS,FEMALE,MEDIUM,10000656.jpg,"PARTIAL
",OTHERS,LEFT,64.0
12836,YOUNG,SADNESS,FEMALE,MEDIUM,10000657.jpg,"PARTIAL
",OTHERS,FRONTAL,65.0
12837,YOUNG,SADNESS,FEMALE,MEDIUM,10000658.jpg,"PARTIAL
",NONE,FRONTAL,66.0
12838,YOUNG,SADNESS,FEMALE,MEDIUM,10000659.jpg,"PARTIAL
",NONE,FRONTAL,67.0
12839,YOUNG,SADNESS,FEMALE,MEDIUM,10000660.jpg,"PARTIAL
",NONE,DOWN,68.0
12840,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000661.jpg,"PARTIAL
",NONE,LEFT,69.0
12841,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000662.jpg,"PARTIAL
",NONE,DOWN,70.0
12842,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000663.jpg,"PARTIAL
",NONE,DOWN,71.0
12843,YOUNG,SADNESS,FEMALE,MEDIUM,10000664.jpg,"PARTIAL
",NONE,FRONTAL,72.0
12844,YOUNG,SADNESS,FEMALE,MEDIUM,10000665.jpg,"PARTIAL
",NONE,DOWN,73.0
12845,YOUNG,SADNESS,FEMALE,MEDIUM,10000666.jpg,"PARTIAL
",HAIR,LEFT,74.0
12846,YOUNG,SADNESS,FEMALE,MEDIUM,10000667.jpg,"PARTIAL
",NONE,FRONTAL,75.0
12847,YOUNG,SADNESS,FEMALE,MEDIUM,10000668.jpg,"PARTIAL
",NONE,FRONTAL,76.0
12848,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000669.jpg,"PARTIAL
",HAIR,LEFT,77.0
12849,YOUNG,ANGER,FEMALE,MEDIUM,10000670.jpg,"PARTIAL
",NONE,FRONTAL,78.0
12850,YOUNG,SADNESS,FEMALE,MEDIUM,10000671.jpg,"PARTIAL
",NONE,LEFT,79.0
12851,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000672.jpg,"PARTIAL
",NONE,LEFT,80.0
12852,YOUNG,SADNESS,FEMALE,MEDIUM,10000673.jpg,"PARTIAL
",NONE,FRONTAL,81.0
12853,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000674.jpg,"PARTIAL
",NONE,UP,82.0
12854,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000675.jpg,"PARTIAL
",NONE,RIGHT,83.0
12855,YOUNG,SADNESS,FEMALE,MEDIUM,10000676.jpg,"PARTIAL
",HAIR,LEFT,84.0
12856,YOUNG,SADNESS,FEMALE,MEDIUM,10000677.jpg,"PARTIAL
",NONE,LEFT,85.0
12857,YOUNG,SADNESS,FEMALE,MEDIUM,10000678.jpg,"PARTIAL
",NONE,FRONTAL,86.0
12858,YOUNG,SADNESS,FEMALE,MEDIUM,10000679.jpg,"PARTIAL
",NONE,FRONTAL,87.0
12859,YOUNG,SURPRISE,FEMALE,MEDIUM,10000680.jpg,"PARTIAL
",HAND,FRONTAL,88.0
12860,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000681.jpg,"PARTIAL
",HAIR,LEFT,89.0
12861,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000682.jpg,"PARTIAL
",HAIR,FRONTAL,90.0
12862,YOUNG,HAPPINESS,FEMALE,HIGH,10000683.jpg,"PARTIAL
",NONE,RIGHT,91.0
12863,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000684.jpg,"PARTIAL
",NONE,RIGHT,92.0
12864,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000685.jpg,"PARTIAL
",NONE,RIGHT,93.0
12865,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000686.jpg,"PARTIAL
",NONE,FRONTAL,94.0
12866,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000687.jpg,"PARTIAL
",HAIR,FRONTAL,95.0
12867,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000688.jpg,"PARTIAL
",NONE,RIGHT,96.0
12868,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000689.jpg,"PARTIAL
",NONE,RIGHT,97.0
12869,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000690.jpg,"PARTIAL
",NONE,RIGHT,98.0
12870,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000691.jpg,"PARTIAL
",NONE,FRONTAL,99.0
12871,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000692.jpg,"PARTIAL
",NONE,FRONTAL,100.0
12872,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000693.jpg,"PARTIAL
",NONE,FRONTAL,101.0
12873,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000694.jpg,"OVER
",NONE,FRONTAL,102.0
12874,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000695.jpg,"OVER
",NONE,FRONTAL,103.0
12875,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000696.jpg,"OVER
",NONE,FRONTAL,104.0
12876,YOUNG,HAPPINESS,FEMALE,MEDIUM,10000697.jpg,"PARTIAL
",NONE,UP,105.0
12877,YOUNG,NEUTRAL,FEMALE,MEDIUM,10000698.jpg,"PARTIAL
",NONE,FRONTAL,106.0
12878,MIDDLE,NEUTRAL,MALE,MEDIUM,10003989.jpg,"PARTIAL
",NONE,FRONTAL,0.0
12879,MIDDLE,NEUTRAL,MALE,MEDIUM,10003990.jpg,"PARTIAL
",NONE,FRONTAL,1.0
12880,MIDDLE,NEUTRAL,MALE,MEDIUM,10003991.jpg,"PARTIAL
",NONE,LEFT,2.0
12881,MIDDLE,HAPPINESS,MALE,MEDIUM,10003992.jpg,"PARTIAL
",NONE,LEFT,3.0
12882,MIDDLE,NEUTRAL,MALE,MEDIUM,10003993.jpg,"PARTIAL
",NONE,LEFT,4.0
12883,MIDDLE,NEUTRAL,MALE,MEDIUM,10003994.jpg,"PARTIAL
",NONE,FRONTAL,5.0
12884,MIDDLE,SURPRISE,MALE,MEDIUM,10003995.jpg,"PARTIAL
",NONE,FRONTAL,6.0
12885,MIDDLE,SURPRISE,MALE,MEDIUM,10003996.jpg,"PARTIAL
",NONE,FRONTAL,7.0
12886,MIDDLE,SURPRISE,MALE,MEDIUM,10003997.jpg,"PARTIAL
",OTHERS,FRONTAL,8.0
12887,MIDDLE,NEUTRAL,MALE,MEDIUM,10003998.jpg,"PARTIAL
",NONE,FRONTAL,9.0
12888,MIDDLE,NEUTRAL,MALE,MEDIUM,10003999.jpg,"PARTIAL
",HAND,LEFT,10.0
12889,MIDDLE,ANGER,MALE,MEDIUM,10004000.jpg,"PARTIAL
",NONE,LEFT,11.0
12890,MIDDLE,NEUTRAL,MALE,MEDIUM,10004001.jpg,"PARTIAL
",NONE,LEFT,12.0
12891,MIDDLE,ANGER,MALE,MEDIUM,10004002.jpg,"PARTIAL
",NONE,FRONTAL,13.0
12892,MIDDLE,SADNESS,MALE,MEDIUM,10004003.jpg,"PARTIAL
",NONE,FRONTAL,14.0
12893,MIDDLE,NEUTRAL,MALE,MEDIUM,10004004.jpg,"PARTIAL
",NONE,FRONTAL,15.0
12894,MIDDLE,SADNESS,MALE,MEDIUM,10004005.jpg,"PARTIAL
",NONE,RIGHT,16.0
12895,MIDDLE,HAPPINESS,MALE,MEDIUM,10004006.jpg,"PARTIAL
",NONE,RIGHT,17.0
12896,MIDDLE,NEUTRAL,MALE,MEDIUM,10004007.jpg,"PARTIAL
",OTHERS,FRONTAL,18.0
12897,MIDDLE,SADNESS,MALE,MEDIUM,10004008.jpg,"PARTIAL
",OTHERS,RIGHT,19.0
12898,MIDDLE,HAPPINESS,MALE,MEDIUM,10004009.jpg,"PARTIAL
",OTHERS,RIGHT,20.0
12899,MIDDLE,HAPPINESS,MALE,MEDIUM,10004010.jpg,"PARTIAL
",NONE,LEFT,21.0
12900,MIDDLE,HAPPINESS,MALE,MEDIUM,10004011.jpg,"PARTIAL
",OTHERS,FRONTAL,22.0
12901,MIDDLE,NEUTRAL,MALE,MEDIUM,10004012.jpg,"PARTIAL
",OTHERS,FRONTAL,23.0
12902,MIDDLE,NEUTRAL,MALE,MEDIUM,10004013.jpg,"PARTIAL
",NONE,FRONTAL,24.0
12903,MIDDLE,NEUTRAL,MALE,MEDIUM,10004014.jpg,"PARTIAL
",NONE,LEFT,25.0
12904,MIDDLE,HAPPINESS,MALE,MEDIUM,10004015.jpg,"PARTIAL
",OTHERS,FRONTAL,26.0
12905,MIDDLE,SURPRISE,MALE,MEDIUM,10004016.jpg,"PARTIAL
",NONE,FRONTAL,27.0
12906,MIDDLE,SADNESS,MALE,MEDIUM,10004017.jpg,"PARTIAL
",NONE,FRONTAL,28.0
12907,MIDDLE,HAPPINESS,MALE,MEDIUM,10004018.jpg,"PARTIAL
",NONE,FRONTAL,29.0
12908,MIDDLE,HAPPINESS,MALE,MEDIUM,10004019.jpg,"PARTIAL
",NONE,LEFT,30.0
12909,MIDDLE,SADNESS,MALE,MEDIUM,10004020.jpg,"PARTIAL
",NONE,FRONTAL,31.0
12910,MIDDLE,NEUTRAL,MALE,MEDIUM,10004021.jpg,"PARTIAL
",NONE,UP,32.0
12911,MIDDLE,NEUTRAL,MALE,MEDIUM,10004022.jpg,"PARTIAL
",NONE,RIGHT,33.0
12912,MIDDLE,NEUTRAL,MALE,MEDIUM,10004023.jpg,"PARTIAL
",NONE,FRONTAL,34.0
12913,MIDDLE,ANGER,MALE,MEDIUM,10004024.jpg,"PARTIAL
",GLASSES,LEFT,0.0
12914,MIDDLE,ANGER,MALE,MEDIUM,10004025.jpg,"PARTIAL
",GLASSES,LEFT,1.0
12915,MIDDLE,ANGER,MALE,MEDIUM,10004026.jpg,"PARTIAL
",GLASSES,LEFT,2.0
12916,MIDDLE,NEUTRAL,MALE,MEDIUM,10004027.jpg,"PARTIAL
",GLASSES,RIGHT,3.0
12917,MIDDLE,ANGER,MALE,MEDIUM,10004028.jpg,"PARTIAL
",GLASSES,FRONTAL,4.0
12918,MIDDLE,NEUTRAL,MALE,MEDIUM,10004029.jpg,"PARTIAL
",GLASSES,RIGHT,5.0
12919,MIDDLE,ANGER,MALE,MEDIUM,10004030.jpg,"PARTIAL
",GLASSES,RIGHT,6.0
12920,MIDDLE,HAPPINESS,MALE,MEDIUM,10004031.jpg,"PARTIAL
",GLASSES,LEFT,7.0
12921,MIDDLE,HAPPINESS,MALE,MEDIUM,10004032.jpg,"PARTIAL
",GLASSES,LEFT,8.0
12922,MIDDLE,HAPPINESS,MALE,MEDIUM,10004033.jpg,"PARTIAL
",GLASSES,DOWN,9.0
12923,MIDDLE,NEUTRAL,MALE,MEDIUM,10004034.jpg,"PARTIAL
",GLASSES,LEFT,10.0
12924,MIDDLE,SURPRISE,MALE,MEDIUM,10004035.jpg,"PARTIAL
",GLASSES,LEFT,11.0
12925,MIDDLE,HAPPINESS,MALE,MEDIUM,10004036.jpg,"PARTIAL
",GLASSES,DOWN,12.0
12926,MIDDLE,HAPPINESS,MALE,MEDIUM,10004037.jpg,"PARTIAL
",GLASSES,DOWN,13.0
12927,MIDDLE,NEUTRAL,MALE,MEDIUM,10004038.jpg,"PARTIAL
",GLASSES,LEFT,14.0
12928,MIDDLE,NEUTRAL,MALE,MEDIUM,10004039.jpg,"PARTIAL
",GLASSES,RIGHT,15.0
12929,MIDDLE,HAPPINESS,MALE,MEDIUM,10004040.jpg,"PARTIAL
",GLASSES,LEFT,16.0
12930,MIDDLE,SURPRISE,MALE,MEDIUM,10004041.jpg,"PARTIAL
",GLASSES,LEFT,17.0
12931,MIDDLE,NEUTRAL,MALE,MEDIUM,10004042.jpg,"PARTIAL
",GLASSES,RIGHT,18.0
12932,MIDDLE,NEUTRAL,MALE,MEDIUM,10004043.jpg,"PARTIAL
",GLASSES,LEFT,19.0
12933,MIDDLE,HAPPINESS,MALE,MEDIUM,10004044.jpg,"PARTIAL
",GLASSES,LEFT,20.0
12934,MIDDLE,HAPPINESS,MALE,MEDIUM,10004045.jpg,"PARTIAL
",GLASSES,LEFT,21.0
12935,MIDDLE,HAPPINESS,MALE,MEDIUM,10004046.jpg,"PARTIAL
",GLASSES,LEFT,22.0
12936,MIDDLE,HAPPINESS,MALE,MEDIUM,10004047.jpg,"PARTIAL
",GLASSES,LEFT,23.0
12937,MIDDLE,SURPRISE,MALE,MEDIUM,10004048.jpg,"PARTIAL
",GLASSES,RIGHT,24.0
12938,MIDDLE,HAPPINESS,MALE,MEDIUM,10004049.jpg,"PARTIAL
",GLASSES,RIGHT,25.0
12939,MIDDLE,NEUTRAL,MALE,MEDIUM,10004050.jpg,"PARTIAL
",GLASSES,LEFT,26.0
12940,MIDDLE,SURPRISE,MALE,MEDIUM,10004051.jpg,"PARTIAL
",GLASSES,LEFT,27.0
12941,MIDDLE,HAPPINESS,MALE,MEDIUM,10004052.jpg,"PARTIAL
",GLASSES,FRONTAL,28.0
12942,MIDDLE,HAPPINESS,MALE,MEDIUM,10004053.jpg,"PARTIAL
",GLASSES,LEFT,29.0
12943,MIDDLE,HAPPINESS,MALE,MEDIUM,10004054.jpg,"PARTIAL
",GLASSES,DOWN,30.0
12944,MIDDLE,NEUTRAL,MALE,MEDIUM,10004055.jpg,"PARTIAL
",OTHERS,DOWN,31.0
12945,MIDDLE,NEUTRAL,MALE,MEDIUM,10004056.jpg,"PARTIAL
",GLASSES,LEFT,32.0
12946,MIDDLE,HAPPINESS,MALE,MEDIUM,10004057.jpg,"PARTIAL
",GLASSES,LEFT,33.0
12947,MIDDLE,HAPPINESS,MALE,MEDIUM,10004058.jpg,"PARTIAL
",GLASSES,LEFT,34.0
12948,MIDDLE,HAPPINESS,MALE,MEDIUM,10004059.jpg,"PARTIAL
",GLASSES,RIGHT,35.0
12949,MIDDLE,NEUTRAL,MALE,MEDIUM,10004060.jpg,"PARTIAL
",GLASSES,LEFT,36.0
12950,MIDDLE,HAPPINESS,MALE,MEDIUM,10004061.jpg,"PARTIAL
",GLASSES,RIGHT,37.0
12951,MIDDLE,NEUTRAL,MALE,MEDIUM,10004062.jpg,"PARTIAL
",GLASSES,RIGHT,38.0
12952,MIDDLE,NEUTRAL,MALE,MEDIUM,10004063.jpg,"PARTIAL
",GLASSES,RIGHT,39.0
12953,MIDDLE,NEUTRAL,MALE,MEDIUM,10004064.jpg,"PARTIAL
",GLASSES,DOWN,40.0
12954,MIDDLE,HAPPINESS,MALE,MEDIUM,10004065.jpg,"PARTIAL
",GLASSES,LEFT,41.0
12955,MIDDLE,NEUTRAL,MALE,MEDIUM,10004066.jpg,"PARTIAL
",GLASSES,LEFT,42.0
12956,MIDDLE,HAPPINESS,MALE,MEDIUM,10004067.jpg,"PARTIAL
",GLASSES,LEFT,43.0
12957,MIDDLE,NEUTRAL,MALE,MEDIUM,10004068.jpg,"PARTIAL
",GLASSES,FRONTAL,44.0
12958,MIDDLE,HAPPINESS,MALE,MEDIUM,10004069.jpg,"PARTIAL
",GLASSES,RIGHT,45.0
12959,MIDDLE,HAPPINESS,MALE,MEDIUM,10004070.jpg,"PARTIAL
",GLASSES,RIGHT,46.0
12960,MIDDLE,HAPPINESS,MALE,MEDIUM,10004071.jpg,"PARTIAL
",GLASSES,RIGHT,47.0
12961,MIDDLE,HAPPINESS,MALE,MEDIUM,10004072.jpg,"PARTIAL
",GLASSES,DOWN,48.0
12962,MIDDLE,HAPPINESS,MALE,MEDIUM,10004073.jpg,"PARTIAL
",GLASSES,RIGHT,49.0
12963,MIDDLE,NEUTRAL,MALE,BAD,10004074.jpg,"PARTIAL
",GLASSES,RIGHT,50.0
12964,MIDDLE,HAPPINESS,MALE,BAD,10004075.jpg,"PARTIAL
",GLASSES,DOWN,51.0
12965,MIDDLE,HAPPINESS,MALE,MEDIUM,10004076.jpg,"PARTIAL
",GLASSES,DOWN,52.0
12966,MIDDLE,SURPRISE,MALE,MEDIUM,10004077.jpg,"PARTIAL
",GLASSES,FRONTAL,53.0
12967,MIDDLE,SURPRISE,MALE,MEDIUM,10004078.jpg,"PARTIAL
",GLASSES,FRONTAL,54.0
12968,MIDDLE,SURPRISE,MALE,MEDIUM,10004079.jpg,"PARTIAL
",GLASSES,FRONTAL,55.0
12969,MIDDLE,SURPRISE,MALE,MEDIUM,10004080.jpg,"PARTIAL
",GLASSES,FRONTAL,56.0
12970,MIDDLE,NEUTRAL,MALE,MEDIUM,10004081.jpg,"PARTIAL
",GLASSES,DOWN,57.0
12971,MIDDLE,SURPRISE,MALE,MEDIUM,10004082.jpg,"PARTIAL
",GLASSES,DOWN,58.0
12972,MIDDLE,NEUTRAL,MALE,BAD,10004083.jpg,"PARTIAL
",GLASSES,RIGHT,59.0
12973,MIDDLE,HAPPINESS,MALE,MEDIUM,10004084.jpg,"PARTIAL
",GLASSES,LEFT,60.0
12974,MIDDLE,HAPPINESS,MALE,MEDIUM,10004085.jpg,"PARTIAL
",GLASSES,DOWN,61.0
12975,MIDDLE,HAPPINESS,MALE,MEDIUM,10004086.jpg,"PARTIAL
",GLASSES,LEFT,62.0
12976,MIDDLE,HAPPINESS,MALE,MEDIUM,10004087.jpg,"PARTIAL
",GLASSES,DOWN,63.0
12977,MIDDLE,HAPPINESS,MALE,MEDIUM,10004088.jpg,"PARTIAL
",GLASSES,LEFT,64.0
12978,MIDDLE,HAPPINESS,MALE,MEDIUM,10004089.jpg,"PARTIAL
",GLASSES,LEFT,65.0
12979,MIDDLE,HAPPINESS,MALE,MEDIUM,10004090.jpg,"PARTIAL
",GLASSES,LEFT,66.0
12980,MIDDLE,HAPPINESS,MALE,MEDIUM,10004091.jpg,"PARTIAL
",GLASSES,DOWN,67.0
12981,MIDDLE,ANGER,MALE,MEDIUM,10004092.jpg,"PARTIAL
",GLASSES,LEFT,68.0
12982,MIDDLE,ANGER,MALE,MEDIUM,10004093.jpg,"OVER
",NONE,DOWN,0.0
12983,MIDDLE,ANGER,MALE,MEDIUM,10004094.jpg,"OVER
",NONE,LEFT,1.0
12984,MIDDLE,SURPRISE,MALE,MEDIUM,10004095.jpg,"OVER
",NONE,LEFT,2.0
12985,MIDDLE,ANGER,MALE,MEDIUM,10004096.jpg,"OVER
",NONE,LEFT,3.0
12986,MIDDLE,ANGER,MALE,MEDIUM,10004097.jpg,"OVER
",NONE,DOWN,4.0
12987,MIDDLE,FEAR,MALE,MEDIUM,10004098.jpg,"OVER
",NONE,FRONTAL,5.0
12988,MIDDLE,SURPRISE,MALE,MEDIUM,10004099.jpg,"OVER
",NONE,RIGHT,6.0
12989,MIDDLE,ANGER,MALE,MEDIUM,10004100.jpg,"OVER
",NONE,LEFT,7.0
12990,MIDDLE,ANGER,MALE,HIGH,10004101.jpg,"OVER
",NONE,LEFT,8.0
12991,MIDDLE,ANGER,MALE,BAD,10004102.jpg,"OVER
",NONE,LEFT,9.0
12992,MIDDLE,HAPPINESS,MALE,BAD,10004103.jpg,"OVER
",NONE,RIGHT,10.0
12993,MIDDLE,HAPPINESS,MALE,BAD,10004104.jpg,"PARTIAL
",NONE,DOWN,11.0
12994,MIDDLE,ANGER,MALE,MEDIUM,10004105.jpg,"OVER
",NONE,LEFT,12.0
12995,MIDDLE,HAPPINESS,MALE,MEDIUM,10004106.jpg,"OVER
",NONE,DOWN,13.0
12996,MIDDLE,ANGER,MALE,MEDIUM,10004107.jpg,"OVER
",NONE,RIGHT,14.0
12997,MIDDLE,ANGER,MALE,MEDIUM,10004108.jpg,"OVER
",NONE,FRONTAL,15.0
12998,MIDDLE,NEUTRAL,MALE,MEDIUM,10004109.jpg,"OVER
",NONE,DOWN,16.0
12999,MIDDLE,ANGER,MALE,MEDIUM,10004110.jpg,"OVER
",NONE,FRONTAL,17.0
13000,MIDDLE,NEUTRAL,MALE,MEDIUM,10004111.jpg,"OVER
",NONE,FRONTAL,18.0
13001,MIDDLE,ANGER,MALE,BAD,10004112.jpg,"PARTIAL
",NONE,RIGHT,19.0
13002,MIDDLE,NEUTRAL,MALE,BAD,10004113.jpg,"PARTIAL
",NONE,LEFT,20.0
13003,MIDDLE,NEUTRAL,MALE,BAD,10004114.jpg,"PARTIAL
",NONE,FRONTAL,21.0
13004,MIDDLE,NEUTRAL,MALE,BAD,10004115.jpg,"PARTIAL
",NONE,LEFT,22.0
13005,MIDDLE,NEUTRAL,MALE,BAD,10004116.jpg,"PARTIAL
",NONE,DOWN,23.0
13006,MIDDLE,ANGER,MALE,MEDIUM,10004117.jpg,"PARTIAL
",NONE,LEFT,24.0
13007,MIDDLE,NEUTRAL,MALE,MEDIUM,10004118.jpg,"PARTIAL
",NONE,LEFT,25.0
13008,MIDDLE,NEUTRAL,MALE,MEDIUM,10004119.jpg,"PARTIAL
",NONE,LEFT,26.0
13009,MIDDLE,NEUTRAL,MALE,BAD,10004120.jpg,"PARTIAL
",NONE,LEFT,27.0
13010,MIDDLE,NEUTRAL,MALE,MEDIUM,10004121.jpg,"PARTIAL
",NONE,FRONTAL,28.0
13011,MIDDLE,NEUTRAL,MALE,BAD,10004122.jpg,"PARTIAL
",NONE,FRONTAL,29.0
13012,MIDDLE,NEUTRAL,MALE,MEDIUM,10004123.jpg,"PARTIAL
",NONE,FRONTAL,30.0
